amendedCelex,amendmentCelex,recordId,programKey,annex,measure,startDate,reason,schema,name,alias,weakAlias,previousName,country,nationality,jurisdiction,birthDate,birthPlace,position,passportNumber,gender,appearance,ethnicity,fatherName,motherName,incorporationDate,legalForm,sector,registrationNumber,taxNumber,idNumber,innCode,ogrnCode,kppCode,okpoCode,leiCode,swiftBic,ticker,imoNumber,mmsi,flag,address,phone,email,website,notes
32014R0269,32026R2160,204,EU-UKR,I.PERSONS,Asset freeze,21.2.2022,"Former member of the State Duma of the Russian Federation, in office until 13 September 2022. Elected from the illegally annexed Autonomous Republic of Crimea in the so-called “Simferopol constituency”. Member of the ruling United Russia party. In taking on and acting in this capacity, he worked for the further integration of the so-called “Republic of Crimea” into the Russian Federation. During his term in the State Duma, on 15 February 2022 he voted in favour of resolution No. 58243-8 “On the appeal of the State Duma of the Federal Assembly of the Russian Federation to the President of the Russian Federation V.V. Putin on the need to recognise the Donetsk People’s Republic and the Luhansk People’s Republic”. Thereby he has actively supported actions and implemented policies which undermine or threaten the territorial integrity, sovereignty and independence of Ukraine, and further destabilised Ukraine.",Person,Aleksei Yurievich CHERNIAK,Alexey Yurievich CHERNYAK; Алексей Юрьевич ЧЕРНЯК,,,,Russian,,27.8.1973,"Almaty, former Kazakh SSR (now Kazakhstan)",,,male,,,,,,,,,,,,,,,,,,,,,,,,,
32014R0269,32026R2160,220,EU-UKR,I.PERSONS,Asset freeze,23.2.2022,"Army General Oleg Salyukov has been the Commander-in-Chief of the Russian Ground Forces since 2014 and the deputy commander of the Joint Group of Russian Forces since 11 January 2023. As such, he is responsible for Russian ground operations in or to Ukraine. He is also involved in the organisation of patriotic events with the aim of fostering support for the Russian army. On 15 May 2025, Oleg Salyukov was appointed Deputy Secretary of the Security Council of the Russian Federation by the decree of President Vladimir Putin. He is therefore responsible for, actively supporting and implementing actions and policies that undermine and threaten the territorial integrity, sovereignty and independence of Ukraine, as well as the stability or security in Ukraine.",Person,Oleg Leonydovych SALYUKOV,Олег Леонидович САЛЮКОВ,,,,Russian,,21.5.1955,"Saratov, former USSR (now Russian Federation)",Deputy Secretary of the Security Council of the Russian Federation; former Commander-in-Chief of the Russian Ground Forces; Army General,,male,,,,,,,,,,,,,,,,,,,,,,,,,
32014R0269,32026R2160,351,EU-UKR,I.PERSONS,Asset freeze,23.2.2022,"Former member of the State Duma who voted in favour of the resolution No. 58243-8 “On the appeal of the State Duma of the Federal Assembly of the Russian Federation to the President of the Russian Federation V.V. Putin on the need to recognise the Donetsk People’s Republic and the Luhansk People’s Republic” and therefore supported and implemented actions and policies which undermine the territorial integrity, sovereignty and independence of Ukraine, and further destabilised Ukraine.",Person,Airat Zakievich FARRAKHOV,Айрат Закиевич ФАРРАХОВ,,,,,,17.2.1968,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,
32014R0269,32026R2160,379,EU-UKR,I.PERSONS,Asset freeze,23.2.2022,"Former member of the State Duma who voted in favour of the resolution No. 58243-8 “On the appeal of the State Duma of the Federal Assembly of the Russian Federation to the President of the Russian Federation V.V. Putin on the need to recognise the Donetsk People’s Republic and the Luhansk People’s Republic” and therefore supported and implemented actions and policies which undermine the territorial integrity, sovereignty and independence of Ukraine, and further destabilised Ukraine.",Person,Aydyn Nikolaevich SARYGLAR,Айдын Николаевич САРЫГЛАР,,,,,,22.2.1988,,Mayor of Kyzyl City,,male,,,,,,,,,,,,,,,,,,,,,,,,,
32014R0269,32026R2160,437,EU-UKR,I.PERSONS,Asset freeze,23.2.2022,"Former member of the State Duma who voted in favour of Resolution No. 58243-8 “On the appeal of the State Duma of the Federal Assembly of the Russian Federation to the President of the Russian Federation Vladimir Putin on the need to recognise the Donetsk People’s Republic and the Luhansk People’s Republic” and therefore supported and implemented actions and policies which undermine the territorial integrity, sovereignty and independence of Ukraine, and further destabilised Ukraine.",Person,Anatoliy Vladimirovich VORONOVSKIY,Анатолий Владимирович ВОРОНОВСКИЙ,,,,,,28.12.1966,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,
32014R0269,32026R2160,460,EU-UKR,I.PERSONS,Asset freeze,23.2.2022,"Former member of the State Duma who voted in favour of the resolution No. 58243-8 “On the appeal of the State Duma of the Federal Assembly of the Russian Federation to the President of the Russian Federation V.V. Putin on the need to recognise the Donetsk People’s Republic and the Luhansk People’s Republic” and therefore supported and implemented actions and policies which undermine the territorial integrity, sovereignty and independence of Ukraine, and further destabilised Ukraine.",Person,Viktor Viktorovich DSJUBA,Виктор Викторович ДЗЮБА,,,,,,10.8.1977,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,
32014R0269,32026R2160,658,EU-UKR,I.PERSONS,Asset freeze,25.2.2022,"Viktor Gulevich is the former Chief of the General Staff of the Belarusian Armed Forces – First Deputy Defence Minister of the Republic of Belarus. He was a member of the Belarusian army, which has supported Russian military aggression against Ukraine. In this position he supported, supervised and publicly commented on the joint Belarusian-Russian military exercises which prepared and facilitated the Russian military aggression of 24 February 2022. He is therefore responsible for and actively supporting actions undermining the territorial integrity, sovereignty and independence of Ukraine, as well as stability and security in Ukraine.",Person,Viktor Vladimirovich GULEVICH,Виктор Владимирович ГУЛЕВИЧ,,,,Belarusian,,14.5.1969,"Vyalikaya Padzer, Slutsk district, Minsk region, former USSR (now Belarus)",,,male,,,,,,,,,,,,,,,,,,,,,,,,,
32014R0269,32026R2160,674,EU-UKR,I.PERSONS,Asset freeze,28.2.2022,"Petr Aven is a Russian businessperson with close links to the President of the Russian Federation, Vladimir Putin, dating back to the early 1990s. He has a significant shareholding in ABH Holdings, which controlled a major Russian bank, Alfa Bank, and still controls other companies of the Alfa Group. The transfer of his shares in A1, which is part of the Alfa Group, is considered fictitious. He is also a shareholder of the LetterOne investment firm. He is one of approximately 50 wealthy Russian businesspersons who regularly meet with the President of the Russian Federation, Vladimir Putin, in the Kremlin. On 24 February 2022, in the aftermath of the initial stages of Russia’s war of aggression against Ukraine, Petr Aven, along with 36 other businesspersons, met with the President of the Russian Federation, Vladimir Putin, and other members of the Russian government to discuss the impact of the course of action in the wake of Western sanctions. The fact that he was invited to attend this meeting shows that he is a member of the closest circle of the President of the Russian Federation, Vladimir Putin. The insurance company AlfaStrakhovanie, which is part of Alfa Group Consortium, provides insurance to the vehicles of the Federal Service of the National Guard of the Russian Federation (Rosgvardia), whose units operate in the occupied regions of Ukraine under Russian control, as well as the bodyguard vehicles of the President of the Russian Federation, Vladimir Putin. AlfaStrakhovanie has also provided insurance to companies such as the JSC Kalashnikov Concern and the Central Scientific-Research Institute for Precision Machine Engineering (TsNIITochMash), whose weapons are widely used by the Russian military in Ukraine, including during the atrocities in Bucha. Therefore, Petr Aven is a leading businessperson operating in Russia and a businessperson involved in an economic sector providing a substantial source of revenue to the Government of the Russian Federation, which is responsible for the annexation of Crimea and the destabilisation of Ukraine. He actively supported materially or financially and benefitted from Russian decision-makers responsible for the annexation of Crimea and the destabilisation of Ukraine. He also supported actions or policies which undermine or threaten the territorial integrity, sovereignty and independence of Ukraine. In 2024, the Russian authorities expropriated the property rights of Union holding companies in the Russian holding company of Alfa Bank, JSC AB Holding, and provided that indirect shareholders, such as Aven, were to become direct shareholders of the Russian holding company. Aven subsequently sold his new direct property rights to a third party, obtaining a considerable payment in Russia. He is thus a person who has significantly frustrated the provisions of Council Decision 2014/145/CFSP. He has also benefitted from a compulsory transfer of ownership or control of an entity established in Russia, previously owned or controlled by entities established in the Union, by the Government of the Russian Federation through laws, regulations, other legislative instruments or other action of a Russian public authority.",Person,Petr Olegovich AVEN,Пëтр Олегович АВЕН,,,,,,16.3.1955,"Moscow, USSR (now Russian Federation)","leading businessperson close to the President of the Russian Federation, Vladimir Putin; one of the main shareholders of the Alfa Group",,male,,,,,,,,,,,,,,,,,,,,,,,,,
32014R0269,32026R2160,684,EU-UKR,I.PERSONS,Asset freeze,28.2.2022,"Alexander Ponomarenko is a leading businessperson operating in Russia. He is the former Chairman of the Board of Sheremetyevo International Airport. Together with Arkady Rotenberg and Alexander Skorobogatko, he owns the Moscow-Domodedovo Airport as well as the Sheremetyevo International Airport. He holds shares in TPS Real Estate. He is involved in the financing of the palace complex near Gelendzhik, which is personally used by President Putin. Therefore, Alexander Ponomarenko is a leading businessperson operating in Russia and supports and benefits from Russian decision-makers responsible for the annexation of Crimea and the destabilisation of Ukraine. He is associated with Arkady Rotenberg.",Person,Alexander Anatolyevich PONOMARENKO,Алексaндр Анатольевич ПОНОМАРEНКО,,,,,,27.10.1964,"Bilohirsk, former Ukrainian SSR (now Ukraine)",former Chairman of the Board of Sheremetyevo International Airport,,male,,,,,,,,,,,,,,,,,,,,,,,,,
32014R0269,32026R2160,721,EU-UKR,I.PERSONS,Asset freeze,9.3.2022,"Andrey Melnichenko is a Russian industrialist who continues to control major fertiliser producer EuroChem Group and coal company SUEK. On 9 March 2022, Melnichenko transferred his interests in SUEK and EuroChem Group to his spouse, Aleksandra Melnichenko. Andrey Melnichenko continues to benefit from the wealth he transferred to his wife. His wealth has increased very considerably in recent years. Andrey Melnichenko belongs to the most influential circle of Russian businesspersons with close connections to the Russian government, as is evident from his involvement with the Russian Union of Industrialists and Entrepreneurs, where he holds the position of member of the Bureau of the Board and is the Chairman of the Committee on Climate Policy and Carbon Regulation. On 24 February 2022, in the aftermath of the initial stages of Russia’s war of aggression against Ukraine, Andrey Melnichenko, along with 36 other businesspersons, met with the President of the Russian Federation, Vladimir Putin, and other members of the Russian government to discuss the impact of the course of action in the wake of Western sanctions, thus exemplifying his importance as a leading businessperson in Russia. In April 2024, Melnichenko participated in the congress of the Russian Union of Industrialists and Entrepreneurs, where the President of the Russian Federation, Vladimir Putin, gave a speech, discussing the cooperation between the Russian state and leading companies of the country. Those elements show that Andrey Melnichenko is a leading businessperson as well as a businessperson involved in economic sectors providing a substantial source of revenue to the Government of Russia, which is responsible for the annexation of Crimea and the destabilisation of Ukraine.",Person,Andrey Igorevich MELNICHENKO,Андрей Игоревич МЕЛЬНИЧЕНКО,,,,"Russian, United Arab Emirates",,8.3.1972,"Homel, USSR (now Belarus)",former non-executive director of JSC SUEK; former member of the Board of EuroChem Group,,male,,,,,,,,,,,,,,,,,,,,,,,,,
