amendedCelex,amendmentCelex,recordId,programKey,annex,measure,startDate,reason,schema,name,alias,weakAlias,previousName,country,nationality,jurisdiction,birthDate,birthPlace,position,passportNumber,gender,appearance,ethnicity,fatherName,motherName,incorporationDate,legalForm,sector,registrationNumber,taxNumber,idNumber,innCode,ogrnCode,kppCode,okpoCode,leiCode,swiftBic,ticker,imoNumber,mmsi,flag,address,phone,email,website,notes
32014R0269,32026R1843,2057,EU-UKR,I.PERSONS,Asset freeze,23.7.2026,"Andrey Doronin is the General Director and co-owner of Limited liability company Scientific and technical centre Vostok (LLC NTT VOSTOK). LLC NTT VOSTOK is part of the Russian arms industry, a sector of strategic importance for the Russian Federation. LLC NTT VOSTOK specialises in the manufacture of weapons and ammunition. It supplies semi-finished electronics and other components to JSC IEMZ Kupol. It specifically supplies components used in the production of warheads of the Garpiya-A1 one-way attack UAVs. These UAVs are used by the Russian Armed Forces during Russia’s war of aggression against Ukraine. Therefore, Andrey Doronin is materially supporting Russia’s military and industrial complex, including by being involved in the development, production or supply of military technology and equipment.",Person,Andrey Nikolaevich DORONIN,Андрей Николаевич ДОРОНИН,,,,Russian,,,,General Director and co-owner of LLC NTT VOSTOK,,male,,,,,,,,,165201193063,,,,,,,,,,,,,,,,
32014R0269,32026R1843,2058,EU-UKR,I.PERSONS,Asset freeze,23.7.2026,"Rimma Falaleyeva is the General Director and owner of LLC TEXTILTECHSNAB. LLC TEXTILTECHSNAB is part of the Russian arms industry, a sector of strategic importance for the Russian Federation. LLC TEXTILTECHSNAB specialises in the wholesale of textile products. It supplies chemical materials to JSC IEMZ Kupol. It specifically supplies raw chemical components used in the production of the solid rocket booster used to launch the Garpiya-A1 one-way attack UAVs. These UAVs are used by the Russian Armed Forces during Russia’s war of aggression against Ukraine. Therefore, Rimma Falaleyeva is materially supporting Russia’s military and industrial complex, including by being involved in the development, production or supply of military technology and equipment.",Person,Rimma Vladimirovna FALALEYEVA,Римма Владимировна ФАЛАЛЕЕВА,,,,Russian,,,,General Director and owner of LLC TEXTILTECHSNAB,,female,,,,,,,,,462002313932,,,,,,,,,,,,,,,,
32014R0269,32026R1843,2059,EU-UKR,I.PERSONS,Asset freeze,23.7.2026,"Evgeniy Savlev is the General Director of CJSC TECHNOSVYAZ. CJSC TECHNOSVYAZ is part of the Russian arms industry, a sector of strategic importance for the Russian Federation. CJSC TECHNOSVYAZ specialises in the manufacture of electrical and optical equipment. It supplies electronics to JSC IEMZ Kupol. It specifically provides JSC IEMZ Kupol with semi-finished electronics and components used in the production of the Garpiya-A1 one-way attack UAV. These UAVs are used by the Russian Armed Forces during Russia’s war of aggression against Ukraine. Therefore, Evgeniy Savlev is materially supporting Russia’s military and industrial complex, including by being involved in the development, production or supply of military technology and equipment.",Person,Evgeniy Vasilievich SAVLEV,Евгений Васильевич САВЛЕВ,,,,Russian,,,,General Director of CJSC TECHNOSVYAZ,,male,,,,,,,,,665893469807,,,,,,,,,,,,,,,,
32014R0269,32026R1843,2060,EU-UKR,I.PERSONS,Asset freeze,23.7.2026,"Oleg Gusarovsky is the General Director of LLC ARMORGRUPP. LLC ARMORGRUPP is part of the Russian arms industry, a sector of strategic importance for the Russian Federation. LLC ARMORGRUPP specialises in the manufacture, sale and repair of vehicles and semi-trailers. It is a supplier to the entity JSC IEMZ Kupol. It supplies materials and services for the production of the support and maintenance vehicle of the Garpiya one way attack UAV. These UAVs are used by the Russian Armed Forces during Russia’s war of aggression against Ukraine. Therefore, Oleg Gusarovsky is materially supporting Russia’s military and industrial complex, including by being involved in the development, production or supply of military technology and equipment.",Person,Oleg Nikolaevich GUSAROVSKY,Олег Николаевич ГУСАРОВСКИЙ,,,,Russian,,,,General Director of LLC ARMORGRUPP,,male,,,,,,,,,526303596830,,,,,,,,,,,,,,,,
32014R0269,32026R1843,2061,EU-UKR,I.PERSONS,Asset freeze,23.7.2026,"Insaf Fakhrutdinov is the General Director and owner of LLC LK AUTOLIFE. LLC LK AUTOLIFE is part of the Russian arms industry, a sector of strategic importance for the Russian Federation. LLC LK AUTOLIFE is one of the main logistics companies in Russia with offices in several cities. It conducts transport and communications, supporting and auxiliary transport activities. It provides logistical services to JSC IEMZ Kupol. It is entrusted with the transportation and delivery of the Garpiya-A1 UAVs and its main components to military airfields near the frontline between Russia and Ukraine. These UAVs are used by the Russian Armed Forces during Russia’s war of aggression against Ukraine. Therefore, Insaf Fakhrutdinov is materially supporting Russia’s military and industrial complex, including by being involved in the development, production or supply of military technology and equipment.",Person,Insaf Dulfnurovich FAKHRUTDINOV,Инсаф Дульфнурович ФАХРУТДИНОВ,,,,Russian,,,,General Director and owner of LLC LK AUTOLIFE,,male,,,,,,,,,183209712425,,,,,,,,,,,,,,,,
32014R0269,32026R1843,2062,EU-UKR,I.PERSONS,Asset freeze,23.7.2026,"Rishat Bashirov is the director and owner of LLC AUTOLIFE LOGISTIK. LLC AUTOLIFE LOGISTIK is part of the Russian arms industry, a sector of strategic importance for the Russian Federation. LLC AUTOLIFE LOGISTIK is one of the main logistics companies in Russia with offices in several cities. It conducts transport and communications, supporting and auxiliary transport activities. It supplies logistical services to JSC IEMZ Kupol. It is entrusted with the transportation and delivery of the Garpiya-A1 UAVs and its main components to military airfields near the frontline between Russia and Ukraine. These UAVs are used by the Russian Armed Forces during Russia’s war of aggression against Ukraine. Therefore, Rishat Bashirov is materially supporting Russia’s military and industrial complex, including by being involved in the development, production or supply of military technology and equipment.",Person,Rishat Ilfatovich BASHIROV,Ришат Ильфатович БАШИРОВ,,,,Russian,,,,Director and owner of LLC AUTOLIFE LOGISTIK,,male,,,,,,,,,183209712425,,,,,,,,,,,,,,,,
32014R0269,32026R1843,2063,EU-UKR,I.PERSONS,Asset freeze,23.7.2026,"Andrey Shubin is the general director and co-owner of LLC DELMOT. LLC DELMOT is part of the Russian arms industry, a sector of strategic importance for the Russian Federation. LLC DELMOT specialises in the production, research and development the field of aircraft engines. It participates in the development of the engine for Garpiya-A1 one-way attack UAV. In the production process of this UAV, it supplies its services to the main manufacturer JSC IEMZ Kupol. These UAVs are used by the Russian Armed Forces during Russia’s war of aggression against Ukraine. Therefore, Andrey Shubin is materially supporting Russia’s military and industrial complex, including by being involved in the development, production or supply of military technology and equipment.",Person,Andrey Sergeevich SHUBIN,Андрей Сергеевич ШУБИН,,,,Russian,,,,General Director and co-owner of LLC DELMOT,,male,,,,,,,,,245206682357,,,,,,,,,,,,,,,,
32014R0269,32026R1843,2064,EU-UKR,I.PERSONS,Asset freeze,23.7.2026,"Ivan Gaichenya is the General Director of Federal State Unitary Enterprise “Main Center for Special Communications”.Federal State Unitary Enterprise “Main Center for Special Communications” is part of the Russian arms industry, a sector of strategic importance for the Russian Federation. Federal State Unitary Enterprise “Main Center for Special Communications” is a logistics company that specialises in high-value and sensitive cargo transportation. It provides logistical services to JSC IEMZ Kupol. It is entrusted with the transportation and delivery of the Garpiya-A1 UAVs and its main components to military airfields near the frontline between Russia and Ukraine. These UAVs are used by the Russian Armed Forces during Russia’s war of aggression against Ukraine. Therefore, Ivan Gaichenya is materially supporting Russia’s military and industrial complex, including by being involved in the development, production or supply of military technology and equipment.",Person,Ivan Alekseievich GAICHENYA,Иван Алексеевич ГАЙЧЕНЯ,,,,Russian,,9.10.1967,,General Director of Federal State Unitary Enterprise “Main Center for Special Communications” (FGUP GCSS),,male,,,,,,,,,772914217910,,,,,,,,,,,,,,,,
32014R0269,32026R1843,2065,EU-UKR,I.PERSONS,Asset freeze,23.7.2026,"Mikhail Ambarov is the general director and co-owner of LLC GRUPPA PROMAVTO. LLC GRUPPA PROMAVTO is part of the Russian arms industry, a sector of strategic importance for the Russian Federation. Limited liability company GRUPPA PROMAVTO (LLC GRUPPA PROMAVTO) specialises in the manufacture of vehicles and semi-trailers. It is one of the sub-contractors of JSC IEMZ Kupol. Specifically, it supplies specialised escort vehicles of the Garpiya one-way attack UAV. These UAVs are used by the Russian Armed Forces during Russia’s war of aggression against Ukraine. Therefore, Mikhail Ambarov is materially supporting Russia’s military and industrial complex, including by being involved in the development, production or supply of military technology and equipment.",Person,Mikhail Andreevich AMBAROV,Михаил Андреевич АМБАРОВ,,,,Russian,,,,General director of LLC GRUPPA PROMAVTO,,male,,,,,,,,,526097794778,,,,,,,,,,,,,,,,
32014R0269,32026R1843,2066,EU-UKR,I.PERSONS,Asset freeze,23.7.2026,"Sergey Liskovich is the General Director and majority owner of LLC LAGGAR PRO. LLC LAGGAR PRO is part of the Russian arms industry, a sector of strategic importance for the Russian Federation. Limited Liability Company LAGGAR PRO (LLC LAGGAR PRO) specialises in the manufacture of vehicles and semi-trailers. It is a supplier to JSC IEMZ Kupol. It supplies materials and services used in the production of the launch vehicle of the Garpiya one way attack UAV. These UAVs are used by the Russian Armed Forces during Russia’s war of aggression against Ukraine. Therefore, Sergey Liskovich is materially supporting Russia’s military and industrial complex, including by being involved in the development, production or supply of military technology and equipment.",Person,Sergey Dmitrievich LISKOVICH,Сергей Дмитриевич ЛИСКОВИЧ,,,,Russian,,,,General Director and majority owner of LLC LAGGAR PRO,,male,,,,,,,,,525902757940,,,,,,,,,,,,,,,,
