celex,recordId,programKey,annex,measure,startDate,reason,schema,name,alias,weakAlias,previousName,country,nationality,jurisdiction,birthDate,birthPlace,position,passportNumber,gender,appearance,ethnicity,fatherName,motherName,incorporationDate,legalForm,sector,registrationNumber,taxNumber,idNumber,innCode,ogrnCode,kppCode,okpoCode,leiCode,swiftBic,ticker,imoNumber,mmsi,flag,address,phone,email,website,notes
32014R0269,1,EU-UKR,I.PERSONS,Asset freeze,17.3.2014,"Sergey Aksyonov was elected ‘Prime Minister of Crimea’ in the Crimean Verkhovna Rada on 27 February 2014 in the presence of pro-Russian gunmen. His ‘election’ was decreed unconstitutional by the acting Ukrainian President Oleksandr Turchynov on 1 March 2014. He actively lobbied for the ‘referendum’ of 16 March 2014 and was one of the co-signatories of the ‘treaty on Crimea’s accession to the Russian Federation’ of 18 March 2014. On 9 April 2014, he was appointed acting ‘Head’ of the so-called ‘Republic of Crimea’ by the President of the Russian Federation Vladimir Putin. On 9 October 2014, he was formally ‘elected’‘Head’ of the so-called ‘Republic of Crimea’. He was ‘re-elected’ in this position in September 2019 and September 2024. Member of the Russia State Council. Since January 2017, member of the High Council of United Russia Party. For his involvement in the annexation process he has been awarded with Russian State order ‘For Merit to the Fatherland’ – first degree. Following the beginning of Russia’s war of aggression against Ukraine, he has remained active in supporting separatist actions and policies, including the ‘nationalisation’ of assets of Ukrainian politicians in the Republic of Crimea. He is therefore responsible for supporting and implementing actions and policies which undermine and threaten the territorial integrity, sovereignty and independence of Ukraine, and stability and security in Ukraine.",Person,Sergey Valeryevich AKSYONOV,Sergei Valerievich AKSENOV (Сергей Валерьевич АКСЁНОВ); Serhiy Valeriyovych AKSYONOV (Сергiй Валерiйович АКСЬОНОВ),,,,,,26.11.1972,"Beltsy (Bălți), USSR (now Republic of Moldova)",,,male,,,,,,,,,,,,,,,,,,,,,,,,,
32014R0269,2,EU-UKR,I.PERSONS,Asset freeze,17.3.2014,"As speaker of the Supreme Council of the Autonomous ‘Republic of Crimea’, Vladimir Konstantinov played a relevant role in the decisions taken by the ‘Supreme Council’ concerning the ‘referendum’ against territorial integrity of Ukraine and called on voters to cast their votes in favour of Crimean independence in the ‘referendum’ of 16 March 2014. He was one of the co-signatories of the ‘treaty on Crimea’s accession to the Russian Federation’ of 18 March 2014. Since 17 March 2014‘Chairman’ of the ‘State Council’ of the so-called ‘Republic of Crimea’. ‘Re-elected’ in this position in September 2019 and September 2024. Following the beginning of Russia’s war of aggression against Ukraine, he has remained active in supporting separatist actions and policies, including the ‘nationalisation’ of assets of Ukrainian politicians in the ‘Republic of Crimea’. He is therefore responsible for supporting and implementing actions and policies which undermine and threaten the territorial integrity, sovereignty and independence of Ukraine, and stability and security in Ukraine.",Person,Vladimir Andreevich KONSTANTINOV,Владимир Андреевич КОНСТАНТИНОВ; Volodymyr Andriyovych KONSTANTINOV; Володимир Андрiйович КОНСТАНТИНОВ,,,,,,19.11.1956,"Vladimirovka (a.k.a. Vladimirovca), Slobozia Region, USSR (now Republic of Moldova) or Bogomol, USSR (now Republic of Moldova)",,,male,,,,,,,,,,,,,,,,,,,,,,,,,
32014R0269,3,EU-UKR,I.PERSONS,Asset freeze,17.3.2014,"As former Deputy Prime Minister of Crimea, Temirgaliev played a relevant role in the decisions taken by the ‘Supreme Council’ concerning the ‘referendum’ of 16 March 2014 against the territorial integrity of Ukraine. He lobbied actively for the integration of Crimea into the Russian Federation. On 11 June 2014, he resigned from his function as ‘First Deputy Prime Minister’ of the so-called ‘Republic of Crimea’. General Director of the Managing Company of the Russian-Chinese Investment Fund for Regional Development. Remains active in supporting separatist actions or policies.",Person,Rustam Ilmirovich TEMIRGALIEV,Рустам Ильмирович ТЕМИРГАЛИЕВ; Rustam Ilmyrovych TEMIRHALIIEV; Рустам Iльмирович ТЕМIРГАЛIЄВ,,,,,,15.8.1976,"Ulan-Ude, Buryat ASSR, Russian SFSR (now Russian Federation)",,,male,,,,,,,,,,,,,,,,,,,,,,,,,
32014R0269,4,EU-UKR,I.PERSONS,Asset freeze,17.3.2014,"Berezovskiy was appointed commander of the Ukrainian Navy on 1 March 2014 but thereafter swore an oath to the Crimean armed forces, thereby breaking his oath to the Ukrainian Navy. He was Deputy Commander of the Black Sea Fleet of the Russian Federation until October 2015. Deputy Commander of the Pacific Fleet of the Russian Federation and Vice-Admiral.",Person,Denis Valentinovich BEREZOVSKIY,Денис Валентинович БЕРЕЗОВСКИЙ; Denys Valentynovych BEREZOVSKYY; Денис Валентинович БЕРЕЗОВСЬКИЙ,,,,,,15.7.1974,"Kharkiv, Ukrainian SSR (now Ukraine)",,,male,,,,,,,,,,,,,,,,,,,,,,,,,
32014R0269,5,EU-UKR,I.PERSONS,Asset freeze,17.3.2014,"Chaliy became ‘People’s Mayor of Sevastopol’ by popular acclamation on 23 February 2014 and accepted this ‘vote’. He actively campaigned for Sevastopol to become a separate entity of the Russian Federation following a referendum on 16 March 2014. He was one of the co-signatories of the ‘treaty on Crimea’s accession to the Russian Federation’ of 18 March 2014. He was acting ‘governor’ of Sevastopol from 1 to 14 April 2014 and is a former ‘elected’ Chairman of the ‘Legislative Assembly’ of the City of Sevastopol. Former member of the ‘Legislative Assembly’ of the City of Sevastopol (until September 2019). Remains active in supporting separatist actions or policies. For his involvement in the annexation process, he has been awarded the Russian State order ‘For Merit to the Fatherland’ – first degree. President of the Charitable Fund for Historical and Cultural Development of the City ‘35th Coast Battery’. General manager of Smart Electric Networks LLC (OOO ‘Разумные электрические сети’).",Person,Aleksei Mikhailovich CHALIY,Алексей Михайлович ЧАЛЫЙ; Oleksiy Mykhaylovych CHALYY; Олексiй Михайлович ЧАЛИЙ,,,,,,13.6.1961,"Moscow, Russian Federation or Sevastopol, Ukraine",,,male,,,,,,,,,,,,,,,,,,,,,,,,,
32014R0269,6,EU-UKR,I.PERSONS,Asset freeze,17.3.2014,"Zima was appointed as the new head of the Crimean Security Service (SBU) on 3 March 2014 by ‘Prime Minister’ Aksyonov and accepted this appointment. He has given relevant information including a database to the Russian Intelligence Service (FSB). This included information on Euro-Maidan activists and human rights defenders of Crimea. He played a relevant role in preventing Ukraine’s authorities from controlling the territory of Crimea. On 11 March 2014, the formation of an independent Security Service of Crimea was proclaimed by former SBU officers of Crimea. Active since 2015 in the Russian Intelligence Service (FSB).",Person,Pyotr Anatoliyovych ZIMA,Пётр Анатольевич ЗИМА; Petro Anatoliyovych ZYMA; Петро Анатолійович ЗИМА,,,,,,18.1.1970 or 29.3.1965,"Artemivsk (Артемовск) (2016 renamed back to Bakhmut/Бахмут), Donetsk Oblast, Ukraine",,,male,,,,,,,,,,,,,,,,,,,,,,,,,
32014R0269,8,EU-UKR,I.PERSONS,Asset freeze,17.3.2014,"As Vice Speaker of the Verkhovna Rada of Crimea, Sergey Tsekov initiated, together with Sergey Aksyonov, the unlawful dismissal of the government of the Autonomous ‘Republic of Crimea’ (ARC). He drew Vladimir Konstantinov into this endeavour, threatening him with dismissal. He publicly recognised that the MPs from Crimea were the initiators of inviting Russian soldiers to take over the Verkhovna Rada of Crimea. He was one of the first Crimean Leaders to ask in public for the annexation of Crimea to Russia. Sergey Tsekov is a former member of the Federation Council of the Russian Federation from the so-called ‘Republic of Crimea’. He is currently First Deputy Chairman of the State Council of the so-called ‘Republic of Crimea’. Following the beginning of Russia’s war of aggression against Ukraine, he has remained active in supporting separatist actions and policies, including the ‘nationalisation’ of assets of Ukrainian politicians in the ‘Republic of Crimea’. He is therefore responsible for supporting and implementing actions and policies which undermine and threaten the territorial integrity, sovereignty and independence of Ukraine, and stability and security in Ukraine.",Person,Sergey Pavlovych TSEKOV,Сергей Павлович ЦЕКОВ; Serhiy Pavlovych TSEKOV; Сергiй Павлович ЦЕКОВ,,,,,,28.9.1953 or 28.8.1953,"Simferopol, USSR (now Ukraine)",,,male,,,,,,,,,,,,,,,,,,,,,,,,,
32014R0269,9,EU-UKR,I.PERSONS,Asset freeze,17.3.2014,"Former Chairman of the Security and Defence Committee of the Federation Council of the Russian Federation. On 1 March 2014, Ozerov, on behalf of the Security and Defence Committee of the Federation Council, publicly supported, in the Federation Council, the deployment of Russian forces in Ukraine. In July 2017, he filed his resignation as the Chairman of the Security and Defence Committee. He continued to be a member of the Council and a member of the Committee on internal regulation and parliamentary affairs. On 10 October 2017, by means of decree N 372-SF, Ozerov was included in the temporary commission of the Federation Council on protection of state sovereignty and prevention of interference in the internal affairs of the Russian Federation. His mandate in the Federation Council expired in September 2019. Consultant of the Foundation Rospolitika since October 2019. Currently, he is Deputy Head of the Consulting Centre ‘Tactical Solutions Agency’ in the Russian Presidential Academy of National Economy and Public Administration and Chairman of the Coordinating Council of the Non-State Sphere of Security of the Russian Federation.",Person,Viktor Alekseevich OZEROV,Виктор Алексеевич ОЗЕРОВ,,,,,,5.1.1958,"Abakan, Khakassia, Russian Federation",,,male,,,,,,,,,,,,,,,,,,,,,,,,,
32014R0269,10,EU-UKR,I.PERSONS,Asset freeze,17.3.2014,"First Deputy-Chairman of the International Affairs Committee of the Federation Council of the Russian Federation. On 1 March 2014 Dzhabarov, on behalf of the International Affairs Committee of the Federation Council, publicly supported, in the Federation Council, the deployment of Russian forces in Ukraine. On 22 February 2022, Dzhabarov supported, in the Federation Council, the ratification of the government decisions on the ‘Treaty of Friendship, Cooperation and Mutual Assistance between the Russian Federation and the Donetsk People’s Republic’ and the ‘Treaty of Friendship, Cooperation and Mutual Assistance between the Russian Federation and the Luhansk People’s Republic’. On 22 February 2022, Dzhabarov supported, in the Federation Council, the deployment of Russian forces in Ukraine. On 4 October 2022, Dzhabarov supported, in the Federation Council, the legislation to annex the Donetsk, Luhansk, Kherson and Zaporizhzhia regions of Ukraine.",Person,Vladimir Michailovich DZHABAROV,Владимир Михайлович ДЖАБАРОВ,,,,,,29.9.1952,"Samarkand, Uzbekistan",,,male,,,,,,,,,,,,,,,,,,,,,,,,,
32014R0269,11,EU-UKR,I.PERSONS,Asset freeze,17.3.2014,"Chairman of the Committee on Constitutional Law and State Building of the Federation Council of the Russian Federation. Plenipotentiary of the Federation Council in the Constitutional Court of Russia and the General Prosecutor’s office. On 1 March 2014 Klishas publicly supported, in the Federation Council, the deployment of Russian forces in Ukraine. In public statements Klishas sought to justify a Russian military intervention in Ukraine by claiming that ‘the Ukrainian President supports the appeal of the Crimean authorities to the President of the Russian Federation on landing an all-encompassing assistance in defence of the citizens of Crimea’. On 22 February 2022, Klishas supported, in the Federation Council, the ratification of the government decisions of the ‘Treaty of Friendship, Cooperation and Mutual Assistance between the Russian Federation and the Donetsk People’s Republic’ and the ‘Treaty of Friendship, Cooperation and Mutual Assistance between the Russian Federation and the Luhansk People’s Republic’. On 22 February 2022, Klishas supported, in the Federation Council, the deployment of Russian forces in Ukraine. On 4 October 2022, Klishas supported, in the Federation Council, the legislation to annex the Donetsk, Luhansk, Kherson and Zaporizhzhia regions of Ukraine.",Person,Andrei Aleksandrovich KLISHAS,Андрей Александрович КЛИШАС,,,,,,9.11.1972,"Sverdlovsk (Ekaterinburg), Russian Federation",,,male,,,,,,,,,,,,,,,,,,,,,,,,,
