celex,recordId,programKey,annex,measure,startDate,reason,schema,name,alias,weakAlias,previousName,country,nationality,jurisdiction,birthDate,birthPlace,position,passportNumber,gender,appearance,ethnicity,fatherName,motherName,incorporationDate,legalForm,sector,registrationNumber,taxNumber,idNumber,innCode,ogrnCode,kppCode,okpoCode,leiCode,swiftBic,ticker,imoNumber,mmsi,flag,address,phone,email,website,notes
32014R0833,1,EU-RUS,III,Financial restrictions,,,LegalEntity,SBERBANK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32014R0833,2,EU-RUS,III,Financial restrictions,,,LegalEntity,VTB BANK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32014R0833,3,EU-RUS,III,Financial restrictions,,,LegalEntity,GAZPROMBANK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32014R0833,4,EU-RUS,III,Financial restrictions,,,LegalEntity,VNESHECONOMBANK (VEB),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32014R0833,5,EU-RUS,III,Financial restrictions,,,LegalEntity,ROSSELKHOZBANK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32014R0833,1,EU-RUS,IV,Export control,12.9.2014,,LegalEntity,JSC Sirius,Открытое Акционерное Общество «Концерн «Сириус» (ОАО «Концерн «Сириус»); JSC Concern Sirius; Kontsern Sirius,,,,,,,,,,,,,,,,,,7704730655 (Tax ID/INN),,,,,,,,,,,,,"119435, Moscow, Pirogovskaya M. Str., 18, Building 1, Russian Federation",+ 7 (495) 926-78-9; + 7 (495) 772-42-82; + 7 (926) 998-67-10,,www.con-sirius.ru; http://rostec.ru/about/company/341,
32014R0833,2,EU-RUS,IV,Export control,12.9.2014,,LegalEntity,OJSC Stankoinstrument,Акционерное Общество «РТ-Станкоинструмент» (АО «РТ-Станкоинструмент»); Joint Stock Company “RT-Stankoinstrument”,,,,,,,,,,,,,,,,,,7702715348 (Tax ID/INN),,,,,,,,,,,,,"107996, Moscow, Gilyarovskogo Str., 65, Building 1, Russian Federation","+ 7 (495) 681-16-18, 681-10-39",info@rt-stanko.ru,http://www.rt-stanko.ru,
32014R0833,3,EU-RUS,IV,Export control,12.9.2014,,LegalEntity,OAO JSC Chemcomposite,Акционерное Общество «РТ-Химические технологии и композиционные материалы» (АО «РТ-Химкомпозит»); OJSC Khimkompozit; RT-Chemical Technologies and Composite Materials,,,,,,,,,,,,,,,,,,7734613934 (Tax ID/INN),,,,,,,,,,,,,"117218, Moscow, Krzhiszhanovskogo Str., 29, Room 6, Russian Federation; 119435, Bolshoy Savvinskiy Lane, 11, Entrance 1, Floor 4, Russian Federation",+ 7 (495) 783-6444,office@rt-cc.ru,http://rt-chemcomposite.ru/,
32014R0833,4,EU-RUS,IV,Export control,12.9.2014,,LegalEntity,JSC Kalashnikov,Акционерное Общество «Концерн «Калашников» (АО «Концерн «Калашников»); JSC Concern Kalashnikov; Izhevskiy Mashinostroitel’nyi Zavod; NPO Izhmash,,,,,,,,,,,,,,,,,,1832090230 (Tax ID/INN),,,,,,,,,,,,,"426006, Udmurt Republic, Izhevsk, Deryabina Avenue, 2/193, Room 78, Russian Federation",8-800-200-1807,,https://kalashnikovgroup.ru,
32014R0833,5,EU-RUS,IV,Export control,12.9.2014,,LegalEntity,JSC Tula Arms Plant,Публичное Акционерное Общество «Императорский Тульский Оружейный Завод» (ПАО «Императорский Тульский Оружейный Завод»); PJSC Imperial Tula Arms Plant; Public Joint Stock Company “Imperatorsky Tulsky Oruzheiny Zavod”,,,,,,,,,,,,,,,,,,7107003303 (Tax ID/INN),,,,,,,,,,,,,"300041, Tula Oblast, Tula, Sovetskaya Str., 1A, Russian Federation",+ 7 (4872) 32-14-99,mail@tulatoz.ru,https://www.itoz.ru/,
